Ver 	Mode	NumSt	nTest  Memory(kbytes)	  Parser Time(msec)       Caculate Time(msec)	       Min		   Max
1		0		16		6			430					899					67					0.0000		0.1875
1		1		16		6			430					889					63					0.0000		0.1875
1		2		16		6			430					896					52					0.0000		0.1875
1		3		16		6			441					891					102					0.0000		0.1250
2		0		16		6			430					812					101					0.0625		0.9375
2		1		16		6			430					904					63					0.0625		0.6875
2		2		16		6			430					964					105					0.0625		0.6875
2		3		16		6			441					940					123					0.0625		0.1250

