Ver 	Mode	NumSt	nTest  Memory(kbytes)	  Parser Time(msec)       Caculate Time(msec)	       Min		   Max
1		0		37		18			469					28745					79					0.0000		0.0541
1		1		37		18			469					29541					101					0.0000		0.0541
1		2		37		18			469					29026					139					0.0000		0.0541
1		3		37		18			484					28590					104					0.0000		0.0270
2		0		37		18			468					28620					82					0.0270		0.0541
2		1		37		18			468					27883					71					0.0270		0.0541
2		2		37		18			468					27624					76					0.0270		0.0541
2		3		37		18			484					26660					119					0.0270		0.0270
